,R0,k,recovery
0,9.514927174995071,0.9743082303093789,0.05982773832227496
1,7.632499061351096,0.7484719572961812,0.034908015006746465
2,7.297706895966934,0.4547721488857356,0.0016207790725710992
3,7.071927947849874,0.7743962293063517,0.05428678963987143
4,10.853886193320161,0.22028510741741772,0.041800882872119416
5,7.274009317557124,0.23545002118888805,0.023704793793450585
6,10.322183263368217,0.5987415682969268,0.0966053041776316
7,4.8764530042405445,0.6108469473351332,0.05610774251171107
8,5.90858009756331,0.17015017198387508,0.004473533884881165
9,1.18822482227851,0.9255993931123606,0.08189942632145979
10,3.4494382365427594,0.6165481386489449,0.08211392567113708
11,7.604960506877906,0.7977267172851867,0.0297114075967597
12,3.160388407645788,0.3929292292509903,0.07764441444876348
13,9.054959944346287,0.743617701852891,0.08648922375640236
14,7.252657355792671,0.6957759188786815,0.060126363845866754
15,4.349055646390051,0.7383835944614434,0.08131737871988974
16,3.2938460529196334,0.2791745269524466,0.07700750152723648
17,4.42449960449779,1.081768668864867,0.0494563390142156
18,4.683899276563612,0.3978839885771248,0.03107384460663646
19,9.689252761203312,1.0305901326593554,0.053169477201915574
20,1.3014316535205008,0.3171059038352855,0.00948173198618032
21,3.6043270558429743,0.938748522480407,0.014259248018176586
22,9.057828006532917,0.24311241593422364,0.01050724626468973
23,7.883292857084605,0.5584577160049097,0.09667371817672879
24,1.036620324192853,0.6586157107921087,0.05169645917786006
25,5.783915915449677,0.26745804584384536,0.08864419703644495
26,10.731649824688066,0.7867596526735431,0.051498525470121514
27,10.927243356429873,0.8685214513358124,0.009661427459716343
28,10.675253270110312,0.5435258645844846,0.04402022227397693
29,7.409464133259802,0.6512022407716096,0.08262773897010588
30,5.909249666554642,0.6529026455432291,0.02394003692340964
31,5.627622998075598,0.6908204300749105,0.07170260188873838
32,4.770811198923721,1.0286750631108166,0.09327186974695072
33,4.214860133968146,0.2710693770462188,0.019558746021521314
34,4.662214704534502,0.6343992588654372,0.09539991999593822
35,9.181317804763536,0.2979615780796143,0.06686847874559143
36,8.619984669493574,0.35341345181997474,0.05584702343166691
37,5.217076596840502,0.4112292549659955,0.09332302814318039
38,6.557393333064736,0.38393087574945917,0.0730275544089901
39,7.6885757621958275,0.14948571963411264,0.010412297547455408
40,5.578237086597348,0.557031171562544,0.07699577546674657
41,7.97559345447221,1.0411179120344867,0.001526890789800084
42,6.744972870682201,0.4668564573148506,0.08288088981697234
43,5.563923845064042,0.6269836694979399,0.013481741356730692
44,3.609814139057031,1.0918510591152513,0.07390645658133366
45,10.501769473352791,0.7964407125577163,0.0949740777788347
46,4.7576965302231,0.5028071080692298,0.03343664158769375
47,9.581478147282095,0.19069608028738796,0.020584985892097497
48,2.5603629039038314,0.10031546401376248,0.023929871311710663
49,4.649662207605806,0.24406384385137161,0.017453030621141286
50,8.410782970502577,0.8243785262145973,0.0021575632012660996
51,1.4922802074911692,0.25505872384473427,0.06117257255521086
52,2.7853354398790677,0.1530720031899904,0.05972770405513716
53,1.352718796915581,0.3582297917421071,0.019546390421867166
54,3.7043852401870785,0.9564757463947813,0.08782625682542677
55,5.694616827305319,0.7409913586590823,0.00200630866812862
56,10.489343677441687,0.5126840801536334,0.016446363627495
57,7.3069875271402145,0.5160502684077796,0.03878198466570803
58,2.101538765104001,0.39940621860502235,0.08493657380762132
59,5.11370570645632,0.7175740291090104,0.09627854317157192
60,4.972437076300354,0.46618969694031154,0.045907726671861604
61,1.0675981400611503,1.0707563226679835,0.046260526785377315
62,10.420439114357734,0.25568717944212027,0.06791083704037473
63,8.18351013568452,1.0205626915083401,0.04264772365114014
64,5.0779789543120435,0.4970421998165163,0.05696992452413268
65,8.76360158465591,0.7550655466324298,0.0017313664980390443
66,10.409295104658852,0.4660151525530811,0.06806888359271024
67,5.927410055988407,0.2242964437907378,0.07937147121737848
68,4.1664614890659015,1.0153549467055263,0.005688670453920974
69,4.689743982323245,0.2919818421927549,0.011741310306732223
70,8.046166516845162,0.42023977452209094,0.09041142424525764
71,6.122104220367199,0.23885429771963554,0.08406793282925894
72,2.7568532770313947,0.2511671681759111,0.0076680728633225954
73,1.3100948528598901,0.6824096949272984,0.009115299988458182
74,4.689299819068723,0.7135931719220803,0.06311749949704168
75,2.9063751076560145,0.49051261257309375,0.08222913145745198
76,10.667957011430381,1.0016814464092405,0.016445704940279506
