,R0,k,recovery
0,5.368402774318527,1.3911933427701815,0.233755743457696
1,3.07968465503044,1.0724816052806925,0.6266378429184107
2,3.575620218738385,2.3058495081674995,0.3931345215399647
3,2.7824410620527575,0.05415899096480836,0.003736385677978321
4,1.9993180169449802,1.1708876603565108,0.2084390198918138
5,2.0164576973401545,1.01098385454586,0.2035104390268104
6,3.650450778245445,0.6431727710526763,0.18868693516132648
7,3.1713047759787196,1.713502708733493,0.29539679940937086
8,2.9577367330537863,1.638581031624776,0.6180057088518983
9,3.817053229497767,0.6282352648342397,0.3079544061908121
10,4.932346147920794,1.7247935622353974,0.19373177309064946
11,4.117086921556254,1.8565758027451011,0.1637767183511833
12,2.29832275550803,1.1341855693798308,0.4594664785178554
13,2.742306589175069,0.483488936518639,0.4066180112585084
14,3.3315511210614623,0.9324306285739536,0.17410220022701145
15,3.067974883614042,1.639092878393409,0.408241342147877
16,4.290001027070215,1.2699270212407077,0.13567509521526872
17,3.674926684995836,0.4294335806364119,0.3315286658251505
18,4.2404851758620845,1.0334318545188743,0.211974430092713
19,2.3081497857210604,0.6127736672220467,0.20024043330018315
20,4.147878874965777,0.9018183659878849,0.3800099406969465
21,1.7158675880769156,0.935446604732255,0.14785714272108644
22,2.7953376843878335,1.2752023197829323,0.23844707791331793
23,2.8221415484781893,1.2538243813873107,0.07528002153847096
24,1.0323669397389619,0.4510595934315642,0.29448805723686616
25,1.2019614286647824,1.0386375351772827,0.15681211430655442
26,2.784204638431381,2.0486098801080734,0.08906681164596889
27,2.604735407951496,1.5387236560293056,0.13875966915177032
28,2.1070684313937473,1.702111997325619,0.5000455049588879
29,4.792828521511263,0.8886238765341423,0.2834612113544534
30,2.35763095084324,1.1342121535335505,0.32030084577823764
31,3.8367976181915795,1.198428871989749,0.08589675322719992
32,3.129382312081098,1.1539232534961623,0.22604283252830631
33,2.658923183289823,0.8356150733152226,0.469574722863744
34,3.466419872577011,1.9930502521465068,0.4300208533469498
35,6.412155707455267,0.7506895501460477,0.3309602741790855
36,3.2802683589779984,1.8646964375681803,0.5451383043339226
37,4.925392628409339,1.5137664283657943,0.35440260871894147
38,3.4012812285617815,1.0831801638795795,0.32484295862242274
39,1.8110492734981416,0.8216428127519744,0.17194724999481342
40,3.8807412797283125,0.9388864761858682,0.3229580174223267
41,3.95456051772376,1.662791553093065,0.04697927772058605
42,3.652554406274088,0.5008720926241941,0.1262884984371061
43,2.1264857152676093,1.1709826386405207,0.2241383038816369
44,3.5083140228921232,0.8003248231096608,0.4513105242950934
45,1.2754271085428341,2.1984586122398344,0.11942915631444205
46,3.309134198695171,0.3381855092206786,0.2680781229574857
47,1.9032583701272379,0.1936170175248162,0.20519745262275077
48,4.307104255012197,0.1990963372510891,0.2511346346807661
49,2.586833658235081,1.0462344047605645,0.13735848601802553
50,2.100057755065585,0.6615000134365754,0.3136798453054972
51,3.3321877068538748,0.6056100474149665,0.3472144168947009
52,1.8914494432022166,1.2336665261754014,0.09992064435504425
53,1.4070519360439369,0.11982357708428115,0.22543678755283697
54,3.2060075870586733,1.438323381737224,0.7162318284280274
55,3.030281102710833,1.2785992221116396,0.33780039998344424
56,1.6109732229166454,0.5841629681816987,0.15045990172464987
57,6.126469684026615,0.37561186348296577,0.528325990330885
58,2.550328274898031,0.4539396346380699,0.23097690773024515
59,2.4013835406255803,1.5813127023302946,0.08260072584643377
60,4.054769669057938,1.5744062955166855,0.5775234379654984
61,1.7298230076487253,2.6061555895631527,0.5569615598583182
62,2.458052337994776,0.1512875694790876,0.33787366725012946
63,2.732385748134318,1.8147943706726763,0.2097457999509697
64,3.8157284223777084,0.21133685751668463,0.3989061217063227
65,3.0132562337424784,1.289233464965408,0.16354144919354022
66,3.0673924792431295,0.7818084081311255,0.12075545706889257
67,3.5541075502913495,1.0823839796105539,0.15245258066352826
68,4.110302379461715,2.175610464374473,0.024677709254317004
69,2.6135774453200136,0.788573738618407,0.2343521548914201
70,3.5674502185747032,0.9072961788520572,0.4633012111308548
71,1.8990436893840352,1.9423135532609757,0.2793017222534799
72,2.8455111999960074,0.7912990633588457,0.41739441348806156
73,3.4750257145010663,0.6410872094302983,0.09136528159022375
74,1.6611689285617406,0.9548835695838792,0.4915252210029622
75,5.141483108113903,1.1306033405665212,0.1803410637811747
76,4.074063428460379,0.35015898157259584,0.16432935042951455
77,3.14362031756938,0.9194783435774929,0.4683653786566389
78,3.9238670272419585,1.6247291649958842,0.040573864299959184
79,0.35198428493458245,0.9286118305847959,0.46161266511387167
80,2.0795069818380787,1.12043387490435,0.3210207077706446
81,1.7634561800894084,1.4097828194662774,0.18809048896891653
82,2.4675699230181305,1.6543067797661055,0.30287874365322753
83,1.825604919062166,0.8632833112146329,0.19294841989575776
84,2.1483892496052075,0.12627469189832752,0.28730830810039293
85,2.863018102588222,0.1242779250596604,0.12431366910674668
86,3.234535293574551,1.04053756351157,0.5139416049320544
87,0.5919444197682435,1.0605737595230238,0.3956865520286045
88,1.297118788816901,1.2129279313270027,0.12321102327678662
89,4.3856809214333445,0.6843339281111902,0.3495704556551319
90,4.370371071295244,0.5054381967414665,0.26133330246488207
91,2.6013788528691775,0.9629409924036023,0.26142393278739495
92,3.5518163883811407,1.0302008289488243,0.4106028453894308
93,3.9750735191691584,1.4759145488671708,0.1842174026975629
94,2.6660255317382084,1.4177199324104799,0.037693354851714184
95,4.045506467858327,1.3886520645233214,0.23295454522754402
96,3.2979243339888593,1.6817507308203261,0.37705228384547484
97,3.587443716617118,0.3927662827752162,0.15152434662873976
98,2.9744408592991634,0.6668706469306098,0.4374275838597179
99,4.7603030358032346,1.3456297007922324,0.24056272381992327
